Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;05 Canarias;Vivienda nueva;Índice;2016T1;105,818
Nacional;05 Canarias;Vivienda nueva;Índice;2015T4;101,313
Nacional;05 Canarias;Vivienda nueva;Índice;2015T3;99,676
Nacional;05 Canarias;Vivienda nueva;Índice;2015T2;101,145
Nacional;05 Canarias;Vivienda nueva;Índice;2015T1;97,865
Nacional;05 Canarias;Vivienda nueva;Índice;2014T4;94,915
Nacional;05 Canarias;Vivienda nueva;Índice;2014T3;95,775
Nacional;05 Canarias;Vivienda nueva;Índice;2014T2;95,663
Nacional;05 Canarias;Vivienda nueva;Índice;2014T1;93,363
Nacional;05 Canarias;Vivienda nueva;Índice;2013T4;94,321
Nacional;05 Canarias;Vivienda nueva;Índice;2013T3;94,297
Nacional;05 Canarias;Vivienda nueva;Índice;2013T2;93,702
Nacional;05 Canarias;Vivienda nueva;Índice;2013T1;98,131
Nacional;05 Canarias;Vivienda nueva;Índice;2012T4;102,966
Nacional;05 Canarias;Vivienda nueva;Índice;2012T3;102,739
Nacional;05 Canarias;Vivienda nueva;Índice;2012T2;106,435
Nacional;05 Canarias;Vivienda nueva;Índice;2012T1;112,224
Nacional;05 Canarias;Vivienda nueva;Índice;2011T4;116,828
Nacional;05 Canarias;Vivienda nueva;Índice;2011T3;119,689
Nacional;05 Canarias;Vivienda nueva;Índice;2011T2;123,219
Nacional;05 Canarias;Vivienda nueva;Índice;2011T1;123,940
Nacional;05 Canarias;Vivienda nueva;Índice;2010T4;124,110
Nacional;05 Canarias;Vivienda nueva;Índice;2010T3;127,123
Nacional;05 Canarias;Vivienda nueva;Índice;2010T2;128,886
Nacional;05 Canarias;Vivienda nueva;Índice;2010T1;127,031
Nacional;05 Canarias;Vivienda nueva;Índice;2009T4;129,586
Nacional;05 Canarias;Vivienda nueva;Índice;2009T3;130,669
Nacional;05 Canarias;Vivienda nueva;Índice;2009T2;130,913
Nacional;05 Canarias;Vivienda nueva;Índice;2009T1;131,633
Nacional;05 Canarias;Vivienda nueva;Índice;2008T4;132,766
Nacional;05 Canarias;Vivienda nueva;Índice;2008T3;132,964
Nacional;05 Canarias;Vivienda nueva;Índice;2008T2;131,175
Nacional;05 Canarias;Vivienda nueva;Índice;2008T1;130,535
Nacional;05 Canarias;Vivienda nueva;Índice;2007T4;129,262
Nacional;05 Canarias;Vivienda nueva;Índice;2007T3;125,283
Nacional;05 Canarias;Vivienda nueva;Índice;2007T2;121,882
Nacional;05 Canarias;Vivienda nueva;Índice;2007T1;118,587
Nacional;05 Canarias;Vivienda segunda mano;Índice;2025T2;171,217
Nacional;05 Canarias;Vivienda segunda mano;Índice;2025T1;166,229
Nacional;05 Canarias;Vivienda segunda mano;Índice;2024T4;158,930
Nacional;05 Canarias;Vivienda segunda mano;Índice;2024T3;155,936
Nacional;05 Canarias;Vivienda segunda mano;Índice;2024T2;153,165
Nacional;05 Canarias;Vivienda segunda mano;Índice;2024T1;147,815
Nacional;05 Canarias;Vivienda segunda mano;Índice;2023T4;144,003
Nacional;05 Canarias;Vivienda segunda mano;Índice;2023T3;145,940
Nacional;05 Canarias;Vivienda segunda mano;Índice;2023T2;141,405
Nacional;05 Canarias;Vivienda segunda mano;Índice;2023T1;139,910
Nacional;05 Canarias;Vivienda segunda mano;Índice;2022T4;137,805
Nacional;05 Canarias;Vivienda segunda mano;Índice;2022T3;137,433
Nacional;05 Canarias;Vivienda segunda mano;Índice;2022T2;136,306
Nacional;05 Canarias;Vivienda segunda mano;Índice;2022T1;133,225
Nacional;05 Canarias;Vivienda segunda mano;Índice;2021T4;127,730
Nacional;05 Canarias;Vivienda segunda mano;Índice;2021T3;127,202
Nacional;05 Canarias;Vivienda segunda mano;Índice;2021T2;124,286
Nacional;05 Canarias;Vivienda segunda mano;Índice;2021T1;120,288
Nacional;05 Canarias;Vivienda segunda mano;Índice;2020T4;118,412
Nacional;05 Canarias;Vivienda segunda mano;Índice;2020T3;118,505
Nacional;05 Canarias;Vivienda segunda mano;Índice;2020T2;116,827
Nacional;05 Canarias;Vivienda segunda mano;Índice;2020T1;118,261
Nacional;05 Canarias;Vivienda segunda mano;Índice;2019T4;117,839
Nacional;05 Canarias;Vivienda segunda mano;Índice;2019T3;117,626
Nacional;05 Canarias;Vivienda segunda mano;Índice;2019T2;116,472
Nacional;05 Canarias;Vivienda segunda mano;Índice;2019T1;116,214
Nacional;05 Canarias;Vivienda segunda mano;Índice;2018T4;114,256
Nacional;05 Canarias;Vivienda segunda mano;Índice;2018T3;113,418
Nacional;05 Canarias;Vivienda segunda mano;Índice;2018T2;113,035
Nacional;05 Canarias;Vivienda segunda mano;Índice;2018T1;110,802
Nacional;05 Canarias;Vivienda segunda mano;Índice;2017T4;109,861
Nacional;05 Canarias;Vivienda segunda mano;Índice;2017T3;107,578
Nacional;05 Canarias;Vivienda segunda mano;Índice;2017T2;106,544
Nacional;05 Canarias;Vivienda segunda mano;Índice;2017T1;105,895
Nacional;05 Canarias;Vivienda segunda mano;Índice;2016T4;103,655
Nacional;05 Canarias;Vivienda segunda mano;Índice;2016T3;102,862
Nacional;05 Canarias;Vivienda segunda mano;Índice;2016T2;102,621
Nacional;05 Canarias;Vivienda segunda mano;Índice;2016T1;102,420
Nacional;05 Canarias;Vivienda segunda mano;Índice;2015T4;100,542
Nacional;05 Canarias;Vivienda segunda mano;Índice;2015T3;101,114
Nacional;05 Canarias;Vivienda segunda mano;Índice;2015T2;101,365
Nacional;05 Canarias;Vivienda segunda mano;Índice;2015T1;96,978
Nacional;05 Canarias;Vivienda segunda mano;Índice;2014T4;97,426
Nacional;05 Canarias;Vivienda segunda mano;Índice;2014T3;96,821
Nacional;05 Canarias;Vivienda segunda mano;Índice;2014T2;98,132
Nacional;05 Canarias;Vivienda segunda mano;Índice;2014T1;95,428
Nacional;05 Canarias;Vivienda segunda mano;Índice;2013T4;96,928
Nacional;05 Canarias;Vivienda segunda mano;Índice;2013T3;97,829
Nacional;05 Canarias;Vivienda segunda mano;Índice;2013T2;98,912
Nacional;05 Canarias;Vivienda segunda mano;Índice;2013T1;100,002
Nacional;05 Canarias;Vivienda segunda mano;Índice;2012T4;103,545
Nacional;05 Canarias;Vivienda segunda mano;Índice;2012T3;103,136
Nacional;05 Canarias;Vivienda segunda mano;Índice;2012T2;108,399
Nacional;05 Canarias;Vivienda segunda mano;Índice;2012T1;113,918
Nacional;05 Canarias;Vivienda segunda mano;Índice;2011T4;120,533
Nacional;05 Canarias;Vivienda segunda mano;Índice;2011T3;121,689
Nacional;05 Canarias;Vivienda segunda mano;Índice;2011T2;127,012
Nacional;05 Canarias;Vivienda segunda mano;Índice;2011T1;128,387
Nacional;05 Canarias;Vivienda segunda mano;Índice;2010T4;132,780
Nacional;05 Canarias;Vivienda segunda mano;Índice;2010T3;131,364
Nacional;05 Canarias;Vivienda segunda mano;Índice;2010T2;134,762
Nacional;05 Canarias;Vivienda segunda mano;Índice;2010T1;133,796
Nacional;05 Canarias;Vivienda segunda mano;Índice;2009T4;135,711
Nacional;05 Canarias;Vivienda segunda mano;Índice;2009T3;135,490
Nacional;05 Canarias;Vivienda segunda mano;Índice;2009T2;135,835
Nacional;05 Canarias;Vivienda segunda mano;Índice;2009T1;136,176
Nacional;05 Canarias;Vivienda segunda mano;Índice;2008T4;139,263
Nacional;05 Canarias;Vivienda segunda mano;Índice;2008T3;145,183
Nacional;05 Canarias;Vivienda segunda mano;Índice;2008T2;148,449
Nacional;05 Canarias;Vivienda segunda mano;Índice;2008T1;150,370
Nacional;05 Canarias;Vivienda segunda mano;Índice;2007T4;150,583
Nacional;05 Canarias;Vivienda segunda mano;Índice;2007T3;152,104
Nacional;05 Canarias;Vivienda segunda mano;Índice;2007T2;150,970
Nacional;05 Canarias;Vivienda segunda mano;Índice;2007T1;145,706
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T2;187,660
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T1;182,409
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T4;178,067
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T3;179,090
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T2;178,045
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T1;170,552
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T4;157,252
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T3;160,281
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T2;154,559
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T1;152,443
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T4;145,190
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T3;140,495
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T2;136,238
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T1;137,930
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T4;131,310
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T3;130,265
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T2;127,052
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T1;123,809
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T4;123,493
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T3;126,750
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T2;121,801
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T1;118,526
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T4;114,499
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T3;115,355
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T2;115,005
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T1;119,627
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T4;112,713
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T3;112,999
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T2;109,873
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T1;107,029
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T4;106,205
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T3;108,379
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T2;107,957
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T1;104,218
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T4;102,713
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T3;105,824
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T2;104,765
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T1;102,620
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T4;101,269
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T3;103,073
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T2;99,465
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T1;96,193
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T4;96,518
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T3;96,910
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T2;94,216
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T1;95,282
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T4;93,883
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T3;91,211
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T2;88,810
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T1;91,190
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T4;96,122
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T3;94,071
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T2;99,217
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T1;104,350
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T4;108,284
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T3;112,028
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T2;115,728
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T1;118,802
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T4;121,267
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T3;123,628
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T2;126,664
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T1;125,373
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T4;132,617
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T3;134,547
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T2;135,329
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T1;136,427
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T4;142,559
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T3;142,387
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T2;142,431
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T1;140,972
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T4;139,440
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T3;135,409
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T2;132,466
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T1;129,582
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T2;169,280
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T1;162,622
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T4;159,210
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T3;156,518
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T2;151,539
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T1;146,818
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T4;142,752
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T3;144,379
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T2;140,824
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T1;138,501
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T4;137,641
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T3;137,857
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T2;136,031
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T1;132,120
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T4;127,087
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T3;125,844
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T2;123,319
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T1;119,102
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T4;117,742
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T3;116,994
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T2;116,885
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T1;117,124
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T4;117,494
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T3;116,857
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T2;116,183
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T1;115,636
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T4;114,927
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T3;114,097
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T2;114,077
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T1;110,367
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T4;108,160
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T3;107,692
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T2;107,106
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T1;103,847
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T4;103,383
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T3;102,381
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T2;102,538
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T1;100,476
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T4;100,795
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T3;102,096
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T2;101,206
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T1;95,904
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T4;99,596
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T3;97,723
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T2;96,402
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T1;96,465
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T4;98,202
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T3;97,666
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T2;96,949
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T1;96,266
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T4;104,632
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T3;105,971
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T2;110,566
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T1;114,924
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T4;122,607
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T3;124,426
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T2;131,805
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T1;134,097
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T4;141,395
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T3;141,026
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T2;146,791
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T1;145,256
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T4;146,961
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T3;146,169
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T2;145,952
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T1;146,641
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T4;153,252
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T3;158,530
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T2;162,843
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T1;166,894
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T4;167,403
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T3;169,237
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T2;168,898
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T1;164,358
Nacional;07 Castilla y León;Vivienda nueva;Índice;2025T2;184,360
Nacional;07 Castilla y León;Vivienda nueva;Índice;2025T1;179,715
Nacional;07 Castilla y León;Vivienda nueva;Índice;2024T4;169,777
Nacional;07 Castilla y León;Vivienda nueva;Índice;2024T3;163,873
Nacional;07 Castilla y León;Vivienda nueva;Índice;2024T2;162,147
Nacional;07 Castilla y León;Vivienda nueva;Índice;2024T1;160,275
Nacional;07 Castilla y León;Vivienda nueva;Índice;2023T4;153,264
Nacional;07 Castilla y León;Vivienda nueva;Índice;2023T3;154,734
Nacional;07 Castilla y León;Vivienda nueva;Índice;2023T2;153,751
Nacional;07 Castilla y León;Vivienda nueva;Índice;2023T1;150,398
Nacional;07 Castilla y León;Vivienda nueva;Índice;2022T4;146,342
Nacional;07 Castilla y León;Vivienda nueva;Índice;2022T3;142,332
Nacional;07 Castilla y León;Vivienda nueva;Índice;2022T2;141,187
Nacional;07 Castilla y León;Vivienda nueva;Índice;2022T1;140,370
Nacional;07 Castilla y León;Vivienda nueva;Índice;2021T4;137,652
Nacional;07 Castilla y León;Vivienda nueva;Índice;2021T3;136,618
Nacional;07 Castilla y León;Vivienda nueva;Índice;2021T2;131,865
Nacional;07 Castilla y León;Vivienda nueva;Índice;2021T1;128,779
Nacional;07 Castilla y León;Vivienda nueva;Índice;2020T4;130,229
Nacional;07 Castilla y León;Vivienda nueva;Índice;2020T3;132,352
Nacional;07 Castilla y León;Vivienda nueva;Índice;2020T2;126,722
Nacional;07 Castilla y León;Vivienda nueva;Índice;2020T1;125,389
Nacional;07 Castilla y León;Vivienda nueva;Índice;2019T4;124,933
Nacional;07 Castilla y León;Vivienda nueva;Índice;2019T3;121,223
Nacional;07 Castilla y León;Vivienda nueva;Índice;2019T2;122,571
Nacional;07 Castilla y León;Vivienda nueva;Índice;2019T1;118,837
Nacional;07 Castilla y León;Vivienda nueva;Índice;2018T4;113,930
Nacional;07 Castilla y León;Vivienda nueva;Índice;2018T3;114,366
Nacional;07 Castilla y León;Vivienda nueva;Índice;2018T2;111,563
Nacional;07 Castilla y León;Vivienda nueva;Índice;2018T1;109,817
Nacional;07 Castilla y León;Vivienda nueva;Índice;2017T4;104,982
Nacional;07 Castilla y León;Vivienda nueva;Índice;2017T3;104,284
Nacional;07 Castilla y León;Vivienda nueva;Índice;2017T2;105,022
Nacional;07 Castilla y León;Vivienda nueva;Índice;2017T1;104,923
Nacional;07 Castilla y León;Vivienda nueva;Índice;2016T4;102,185
Nacional;07 Castilla y León;Vivienda nueva;Índice;2016T3;103,637
Nacional;07 Castilla y León;Vivienda nueva;Índice;2016T2;104,878
Nacional;07 Castilla y León;Vivienda nueva;Índice;2016T1;100,963
Nacional;07 Castilla y León;Vivienda nueva;Índice;2015T4;100,678
Nacional;07 Castilla y León;Vivienda nueva;Índice;2015T3;98,817
Nacional;07 Castilla y León;Vivienda nueva;Índice;2015T2;100,121
Nacional;07 Castilla y León;Vivienda nueva;Índice;2015T1;100,384
Nacional;07 Castilla y León;Vivienda nueva;Índice;2014T4;98,369
Nacional;07 Castilla y León;Vivienda nueva;Índice;2014T3;97,053
Nacional;07 Castilla y León;Vivienda nueva;Índice;2014T2;97,908
Nacional;07 Castilla y León;Vivienda nueva;Índice;2014T1;96,134
Nacional;07 Castilla y León;Vivienda nueva;Índice;2013T4;96,432
Nacional;07 Castilla y León;Vivienda nueva;Índice;2013T3;101,249
Nacional;07 Castilla y León;Vivienda nueva;Índice;2013T2;101,037
Nacional;07 Castilla y León;Vivienda nueva;Índice;2013T1;104,811
Nacional;07 Castilla y León;Vivienda nueva;Índice;2012T4;113,771
Nacional;07 Castilla y León;Vivienda nueva;Índice;2012T3;114,782
Nacional;07 Castilla y León;Vivienda nueva;Índice;2012T2;118,687
Nacional;07 Castilla y León;Vivienda nueva;Índice;2012T1;123,622
Nacional;07 Castilla y León;Vivienda nueva;Índice;2011T4;127,713
Nacional;07 Castilla y León;Vivienda nueva;Índice;2011T3;134,165
Nacional;07 Castilla y León;Vivienda nueva;Índice;2011T2;135,227
Nacional;07 Castilla y León;Vivienda nueva;Índice;2011T1;135,456
Nacional;07 Castilla y León;Vivienda nueva;Índice;2010T4;138,797
Nacional;07 Castilla y León;Vivienda nueva;Índice;2010T3;137,782
Nacional;07 Castilla y León;Vivienda nueva;Índice;2010T2;141,833
Nacional;07 Castilla y León;Vivienda nueva;Índice;2010T1;137,981
Nacional;07 Castilla y León;Vivienda nueva;Índice;2009T4;140,867
Nacional;07 Castilla y León;Vivienda nueva;Índice;2009T3;143,417
Nacional;07 Castilla y León;Vivienda nueva;Índice;2009T2;144,850
Nacional;07 Castilla y León;Vivienda nueva;Índice;2009T1;145,659
Nacional;07 Castilla y León;Vivienda nueva;Índice;2008T4;144,480
Nacional;07 Castilla y León;Vivienda nueva;Índice;2008T3;145,076
Nacional;07 Castilla y León;Vivienda nueva;Índice;2008T2;144,543
Nacional;07 Castilla y León;Vivienda nueva;Índice;2008T1;143,945
Nacional;07 Castilla y León;Vivienda nueva;Índice;2007T4;142,846
Nacional;07 Castilla y León;Vivienda nueva;Índice;2007T3;138,029
Nacional;07 Castilla y León;Vivienda nueva;Índice;2007T2;134,046
Nacional;07 Castilla y León;Vivienda nueva;Índice;2007T1;131,272
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2025T2;153,707
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2025T1;146,678
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2024T4;140,977
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2024T3;138,645
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2024T2;135,376
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2024T1;130,353
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2023T4;127,558
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2023T3;127,847
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2023T2;126,320
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2023T1;123,292
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2022T4;123,577
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2022T3;126,226
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2022T2;124,212
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2022T1;121,348
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2021T4;119,239
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2021T3;117,964
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2021T2;116,823
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2021T1;113,469
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2020T4;113,209
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2020T3;113,032
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2020T2;114,037
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2020T1;111,339
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2019T4;112,178
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2019T3;111,590
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2019T2;110,823
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2019T1;108,540
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2018T4;107,454
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2018T3;107,486
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2018T2;105,802
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2018T1;103,837
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2017T4;103,070
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2017T3;102,178
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2017T2;102,251
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2017T1;101,917
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2016T4;100,830
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2016T3;100,988
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2016T2;100,854
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2016T1;100,100
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2015T4;100,193
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2015T3;100,540
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2015T2;101,132
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2015T1;98,135
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2014T4;99,564
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2014T3;98,834
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2014T2;99,893
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2014T1;98,064
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2013T4;99,002
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2013T3;100,575
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2013T2;100,908
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2013T1;101,960
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2012T4;112,488
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2012T3;113,654
Nacional;07 Castilla y León;Vivienda segunda mano;Índice;2012T2;118,612
