Grupos ECOICOP;Tipo de dato;Periodo;Total
06 Sanidad;Índice;2024M06;105,153
06 Sanidad;Índice;2024M05;105,146
06 Sanidad;Índice;2024M04;104,900
06 Sanidad;Índice;2024M03;104,598
06 Sanidad;Índice;2024M02;104,269
06 Sanidad;Índice;2024M01;103,942
06 Sanidad;Índice;2023M12;103,748
06 Sanidad;Índice;2023M11;103,655
06 Sanidad;Índice;2023M10;103,527
06 Sanidad;Índice;2023M09;103,483
06 Sanidad;Índice;2023M08;103,347
06 Sanidad;Índice;2023M07;103,306
06 Sanidad;Índice;2023M06;103,073
06 Sanidad;Índice;2023M05;102,858
06 Sanidad;Índice;2023M04;102,722
06 Sanidad;Índice;2023M03;102,424
06 Sanidad;Índice;2023M02;102,051
06 Sanidad;Índice;2023M01;101,743
06 Sanidad;Índice;2022M12;101,507
06 Sanidad;Índice;2022M11;101,493
06 Sanidad;Índice;2022M10;101,303
06 Sanidad;Índice;2022M09;101,332
06 Sanidad;Índice;2022M08;101,198
06 Sanidad;Índice;2022M07;101,225
06 Sanidad;Índice;2022M06;101,093
06 Sanidad;Índice;2022M05;101,073
06 Sanidad;Índice;2022M04;101,074
06 Sanidad;Índice;2022M03;100,852
06 Sanidad;Índice;2022M02;100,575
06 Sanidad;Índice;2022M01;100,500
06 Sanidad;Índice;2021M12;100,499
06 Sanidad;Índice;2021M11;100,297
06 Sanidad;Índice;2021M10;100,182
06 Sanidad;Índice;2021M09;100,193
06 Sanidad;Índice;2021M08;100,126
06 Sanidad;Índice;2021M07;100,145
06 Sanidad;Índice;2021M06;100,037
06 Sanidad;Índice;2021M05;99,850
06 Sanidad;Índice;2021M04;99,753
06 Sanidad;Índice;2021M03;99,714
06 Sanidad;Índice;2021M02;99,583
06 Sanidad;Índice;2021M01;99,620
06 Sanidad;Índice;2020M12;99,649
06 Sanidad;Índice;2020M11;99,543
06 Sanidad;Índice;2020M10;99,328
06 Sanidad;Índice;2020M09;99,404
06 Sanidad;Índice;2020M08;99,431
06 Sanidad;Índice;2020M07;99,499
06 Sanidad;Índice;2020M06;99,292
06 Sanidad;Índice;2020M05;99,264
06 Sanidad;Índice;2020M04;99,145
06 Sanidad;Índice;2020M03;99,100
06 Sanidad;Índice;2020M02;99,065
06 Sanidad;Índice;2020M01;99,149
07 Transporte;Índice;2025M10;""
07 Transporte;Índice;2025M09;113,110
07 Transporte;Índice;2025M08;113,944
07 Transporte;Índice;2025M07;113,721
07 Transporte;Índice;2025M06;112,302
07 Transporte;Índice;2025M05;111,324
07 Transporte;Índice;2025M04;112,476
07 Transporte;Índice;2025M03;112,650
07 Transporte;Índice;2025M02;113,394
07 Transporte;Índice;2025M01;112,727
07 Transporte;Índice;2024M12;111,858
07 Transporte;Índice;2024M11;111,431
07 Transporte;Índice;2024M10;110,802
07 Transporte;Índice;2024M09;110,622
07 Transporte;Índice;2024M08;112,565
07 Transporte;Índice;2024M07;113,440
07 Transporte;Índice;2024M06;113,155
07 Transporte;Índice;2024M05;113,628
07 Transporte;Índice;2024M04;114,355
07 Transporte;Índice;2024M03;113,628
07 Transporte;Índice;2024M02;113,057
07 Transporte;Índice;2024M01;111,269
07 Transporte;Índice;2023M12;111,137
07 Transporte;Índice;2023M11;112,508
07 Transporte;Índice;2023M10;114,176
07 Transporte;Índice;2023M09;115,170
07 Transporte;Índice;2023M08;113,997
07 Transporte;Índice;2023M07;110,807
07 Transporte;Índice;2023M06;110,153
07 Transporte;Índice;2023M05;109,471
07 Transporte;Índice;2023M04;111,156
07 Transporte;Índice;2023M03;110,399
07 Transporte;Índice;2023M02;110,398
07 Transporte;Índice;2023M01;111,388
07 Transporte;Índice;2022M12;106,957
07 Transporte;Índice;2022M11;112,539
07 Transporte;Índice;2022M10;112,593
07 Transporte;Índice;2022M09;110,984
07 Transporte;Índice;2022M08;112,614
07 Transporte;Índice;2022M07;116,952
07 Transporte;Índice;2022M06;119,210
07 Transporte;Índice;2022M05;113,642
07 Transporte;Índice;2022M04;110,466
07 Transporte;Índice;2022M03;116,015
07 Transporte;Índice;2022M02;108,360
07 Transporte;Índice;2022M01;105,464
07 Transporte;Índice;2021M12;103,494
07 Transporte;Índice;2021M11;104,452
07 Transporte;Índice;2021M10;103,442
07 Transporte;Índice;2021M09;101,446
07 Transporte;Índice;2021M08;100,971
07 Transporte;Índice;2021M07;100,681
07 Transporte;Índice;2021M06;100,015
07 Transporte;Índice;2021M05;98,943
07 Transporte;Índice;2021M04;97,889
07 Transporte;Índice;2021M03;97,828
07 Transporte;Índice;2021M02;96,076
07 Transporte;Índice;2021M01;94,764
07 Transporte;Índice;2020M12;93,328
07 Transporte;Índice;2020M11;91,994
07 Transporte;Índice;2020M10;92,101
07 Transporte;Índice;2020M09;92,374
07 Transporte;Índice;2020M08;92,825
07 Transporte;Índice;2020M07;92,824
07 Transporte;Índice;2020M06;91,860
07 Transporte;Índice;2020M05;90,440
07 Transporte;Índice;2020M04;91,173
07 Transporte;Índice;2020M03;94,243
07 Transporte;Índice;2020M02;97,272
07 Transporte;Índice;2020M01;97,926
08 Comunicaciones;Índice;2025M10;""
08 Comunicaciones;Índice;2025M09;102,624
08 Comunicaciones;Índice;2025M08;102,691
08 Comunicaciones;Índice;2025M07;102,587
08 Comunicaciones;Índice;2025M06;104,447
08 Comunicaciones;Índice;2025M05;104,431
08 Comunicaciones;Índice;2025M04;104,608
08 Comunicaciones;Índice;2025M03;104,414
08 Comunicaciones;Índice;2025M02;104,479
08 Comunicaciones;Índice;2025M01;103,782
08 Comunicaciones;Índice;2024M12;100,774
08 Comunicaciones;Índice;2024M11;100,791
08 Comunicaciones;Índice;2024M10;100,792
08 Comunicaciones;Índice;2024M09;101,759
08 Comunicaciones;Índice;2024M08;101,848
08 Comunicaciones;Índice;2024M07;101,932
08 Comunicaciones;Índice;2024M06;102,408
08 Comunicaciones;Índice;2024M05;102,385
08 Comunicaciones;Índice;2024M04;102,483
08 Comunicaciones;Índice;2024M03;102,375
08 Comunicaciones;Índice;2024M02;102,467
08 Comunicaciones;Índice;2024M01;102,546
08 Comunicaciones;Índice;2023M12;100,624
08 Comunicaciones;Índice;2023M11;100,745
08 Comunicaciones;Índice;2023M10;100,839
08 Comunicaciones;Índice;2023M09;101,969
08 Comunicaciones;Índice;2023M08;102,120
08 Comunicaciones;Índice;2023M07;102,085
08 Comunicaciones;Índice;2023M06;102,282
08 Comunicaciones;Índice;2023M05;102,553
08 Comunicaciones;Índice;2023M04;102,600
08 Comunicaciones;Índice;2023M03;101,963
08 Comunicaciones;Índice;2023M02;102,079
08 Comunicaciones;Índice;2023M01;101,988
08 Comunicaciones;Índice;2022M12;97,585
08 Comunicaciones;Índice;2022M11;97,529
08 Comunicaciones;Índice;2022M10;97,574
08 Comunicaciones;Índice;2022M09;97,713
08 Comunicaciones;Índice;2022M08;97,866
08 Comunicaciones;Índice;2022M07;97,908
08 Comunicaciones;Índice;2022M06;99,898
08 Comunicaciones;Índice;2022M05;99,964
08 Comunicaciones;Índice;2022M04;100,092
08 Comunicaciones;Índice;2022M03;99,600
08 Comunicaciones;Índice;2022M02;99,575
08 Comunicaciones;Índice;2022M01;99,666
08 Comunicaciones;Índice;2021M12;99,444
08 Comunicaciones;Índice;2021M11;99,523
08 Comunicaciones;Índice;2021M10;99,482
08 Comunicaciones;Índice;2021M09;100,209
08 Comunicaciones;Índice;2021M08;100,102
08 Comunicaciones;Índice;2021M07;100,056
08 Comunicaciones;Índice;2021M06;100,182
08 Comunicaciones;Índice;2021M05;100,174
08 Comunicaciones;Índice;2021M04;100,195
08 Comunicaciones;Índice;2021M03;100,086
08 Comunicaciones;Índice;2021M02;100,255
08 Comunicaciones;Índice;2021M01;100,290
08 Comunicaciones;Índice;2020M12;99,755
08 Comunicaciones;Índice;2020M11;99,868
08 Comunicaciones;Índice;2020M10;99,963
08 Comunicaciones;Índice;2020M09;103,127
08 Comunicaciones;Índice;2020M08;103,275
08 Comunicaciones;Índice;2020M07;103,125
08 Comunicaciones;Índice;2020M06;104,908
08 Comunicaciones;Índice;2020M05;104,911
08 Comunicaciones;Índice;2020M04;105,031
08 Comunicaciones;Índice;2020M03;105,202
08 Comunicaciones;Índice;2020M02;103,925
08 Comunicaciones;Índice;2020M01;103,936
09 Ocio y cultura;Índice;2025M10;""
09 Ocio y cultura;Índice;2025M09;110,657
09 Ocio y cultura;Índice;2025M08;115,551
09 Ocio y cultura;Índice;2025M07;113,844
09 Ocio y cultura;Índice;2025M06;111,958
09 Ocio y cultura;Índice;2025M05;109,503
09 Ocio y cultura;Índice;2025M04;111,567
09 Ocio y cultura;Índice;2025M03;108,752
09 Ocio y cultura;Índice;2025M02;108,691
09 Ocio y cultura;Índice;2025M01;108,138
09 Ocio y cultura;Índice;2024M12;111,791
09 Ocio y cultura;Índice;2024M11;107,998
09 Ocio y cultura;Índice;2024M10;109,633
09 Ocio y cultura;Índice;2024M09;110,044
09 Ocio y cultura;Índice;2024M08;114,803
09 Ocio y cultura;Índice;2024M07;113,220
09 Ocio y cultura;Índice;2024M06;111,450
09 Ocio y cultura;Índice;2024M05;108,944
09 Ocio y cultura;Índice;2024M04;108,649
09 Ocio y cultura;Índice;2024M03;109,133
09 Ocio y cultura;Índice;2024M02;107,212
09 Ocio y cultura;Índice;2024M01;106,078
09 Ocio y cultura;Índice;2023M12;108,375
09 Ocio y cultura;Índice;2023M11;105,913
09 Ocio y cultura;Índice;2023M10;107,440
09 Ocio y cultura;Índice;2023M09;108,876
09 Ocio y cultura;Índice;2023M08;112,511
09 Ocio y cultura;Índice;2023M07;111,487
09 Ocio y cultura;Índice;2023M06;108,187
09 Ocio y cultura;Índice;2023M05;105,929
09 Ocio y cultura;Índice;2023M04;106,347
09 Ocio y cultura;Índice;2023M03;105,166
09 Ocio y cultura;Índice;2023M02;104,261
09 Ocio y cultura;Índice;2023M01;102,902
09 Ocio y cultura;Índice;2022M12;105,137
09 Ocio y cultura;Índice;2022M11;103,326
09 Ocio y cultura;Índice;2022M10;103,478
09 Ocio y cultura;Índice;2022M09;103,660
09 Ocio y cultura;Índice;2022M08;105,115
09 Ocio y cultura;Índice;2022M07;104,027
09 Ocio y cultura;Índice;2022M06;102,796
09 Ocio y cultura;Índice;2022M05;101,553
09 Ocio y cultura;Índice;2022M04;102,301
09 Ocio y cultura;Índice;2022M03;100,762
09 Ocio y cultura;Índice;2022M02;101,049
09 Ocio y cultura;Índice;2022M01;100,366
09 Ocio y cultura;Índice;2021M12;101,284
09 Ocio y cultura;Índice;2021M11;100,126
09 Ocio y cultura;Índice;2021M10;100,352
09 Ocio y cultura;Índice;2021M09;100,281
09 Ocio y cultura;Índice;2021M08;100,986
09 Ocio y cultura;Índice;2021M07;100,312
09 Ocio y cultura;Índice;2021M06;99,727
09 Ocio y cultura;Índice;2021M05;99,304
09 Ocio y cultura;Índice;2021M04;99,376
09 Ocio y cultura;Índice;2021M03;99,539
09 Ocio y cultura;Índice;2021M02;99,529
09 Ocio y cultura;Índice;2021M01;99,183
09 Ocio y cultura;Índice;2020M12;99,599
09 Ocio y cultura;Índice;2020M11;98,358
09 Ocio y cultura;Índice;2020M10;98,876
09 Ocio y cultura;Índice;2020M09;99,378
09 Ocio y cultura;Índice;2020M08;101,550
09 Ocio y cultura;Índice;2020M07;101,350
09 Ocio y cultura;Índice;2020M06;100,510
09 Ocio y cultura;Índice;2020M05;99,080
09 Ocio y cultura;Índice;2020M04;100,602
09 Ocio y cultura;Índice;2020M03;99,762
09 Ocio y cultura;Índice;2020M02;99,906
09 Ocio y cultura;Índice;2020M01;99,109
10 Enseñanza;Índice;2025M10;""
10 Enseñanza;Índice;2025M09;109,648
10 Enseñanza;Índice;2025M08;108,099
10 Enseñanza;Índice;2025M07;108,070
10 Enseñanza;Índice;2025M06;108,014
10 Enseñanza;Índice;2025M05;108,018
10 Enseñanza;Índice;2025M04;107,985
10 Enseñanza;Índice;2025M03;107,971
10 Enseñanza;Índice;2025M02;107,943
10 Enseñanza;Índice;2025M01;107,894
10 Enseñanza;Índice;2024M12;107,875
10 Enseñanza;Índice;2024M11;107,853
10 Enseñanza;Índice;2024M10;107,708
10 Enseñanza;Índice;2024M09;106,621
10 Enseñanza;Índice;2024M08;105,405
10 Enseñanza;Índice;2024M07;105,384
10 Enseñanza;Índice;2024M06;105,387
10 Enseñanza;Índice;2024M05;105,391
10 Enseñanza;Índice;2024M04;105,389
10 Enseñanza;Índice;2024M03;105,380
10 Enseñanza;Índice;2024M02;105,304
10 Enseñanza;Índice;2024M01;105,259
10 Enseñanza;Índice;2023M12;105,224
10 Enseñanza;Índice;2023M11;105,178
10 Enseñanza;Índice;2023M10;105,012
10 Enseñanza;Índice;2023M09;103,831
10 Enseñanza;Índice;2023M08;102,494
10 Enseñanza;Índice;2023M07;102,482
10 Enseñanza;Índice;2023M06;102,473
10 Enseñanza;Índice;2023M05;102,466
10 Enseñanza;Índice;2023M04;102,461
10 Enseñanza;Índice;2023M03;102,458
10 Enseñanza;Índice;2023M02;102,426
10 Enseñanza;Índice;2023M01;102,378
10 Enseñanza;Índice;2022M12;102,193
10 Enseñanza;Índice;2022M11;102,320
10 Enseñanza;Índice;2022M10;102,218
10 Enseñanza;Índice;2022M09;101,549
10 Enseñanza;Índice;2022M08;100,869
10 Enseñanza;Índice;2022M07;100,858
10 Enseñanza;Índice;2022M06;100,844
10 Enseñanza;Índice;2022M05;100,835
10 Enseñanza;Índice;2022M04;100,817
10 Enseñanza;Índice;2022M03;100,819
10 Enseñanza;Índice;2022M02;100,836
10 Enseñanza;Índice;2022M01;100,828
10 Enseñanza;Índice;2021M12;100,820
10 Enseñanza;Índice;2021M11;100,800
10 Enseñanza;Índice;2021M10;100,713
10 Enseñanza;Índice;2021M09;100,298
10 Enseñanza;Índice;2021M08;99,705
10 Enseñanza;Índice;2021M07;99,701
10 Enseñanza;Índice;2021M06;99,691
10 Enseñanza;Índice;2021M05;99,679
10 Enseñanza;Índice;2021M04;99,667
10 Enseñanza;Índice;2021M03;99,643
10 Enseñanza;Índice;2021M02;99,645
10 Enseñanza;Índice;2021M01;99,638
10 Enseñanza;Índice;2020M12;99,632
10 Enseñanza;Índice;2020M11;99,641
10 Enseñanza;Índice;2020M10;99,569
10 Enseñanza;Índice;2020M09;100,335
10 Enseñanza;Índice;2020M08;99,864
10 Enseñanza;Índice;2020M07;99,855
10 Enseñanza;Índice;2020M06;99,867
10 Enseñanza;Índice;2020M05;99,873
10 Enseñanza;Índice;2020M04;99,883
10 Enseñanza;Índice;2020M03;99,873
10 Enseñanza;Índice;2020M02;99,873
10 Enseñanza;Índice;2020M01;99,883
11 Restaurantes y hoteles;Índice;2025M10;""
11 Restaurantes y hoteles;Índice;2025M09;126,244
11 Restaurantes y hoteles;Índice;2025M08;125,930
11 Restaurantes y hoteles;Índice;2025M07;125,544
11 Restaurantes y hoteles;Índice;2025M06;125,059
11 Restaurantes y hoteles;Índice;2025M05;124,401
11 Restaurantes y hoteles;Índice;2025M04;123,753
11 Restaurantes y hoteles;Índice;2025M03;122,246
11 Restaurantes y hoteles;Índice;2025M02;121,112
11 Restaurantes y hoteles;Índice;2025M01;120,236
11 Restaurantes y hoteles;Índice;2024M12;120,172
11 Restaurantes y hoteles;Índice;2024M11;120,102
11 Restaurantes y hoteles;Índice;2024M10;120,764
11 Restaurantes y hoteles;Índice;2024M09;121,006
11 Restaurantes y hoteles;Índice;2024M08;120,744
11 Restaurantes y hoteles;Índice;2024M07;120,493
11 Restaurantes y hoteles;Índice;2024M06;120,080
11 Restaurantes y hoteles;Índice;2024M05;119,288
11 Restaurantes y hoteles;Índice;2024M04;118,410
11 Restaurantes y hoteles;Índice;2024M03;117,418
11 Restaurantes y hoteles;Índice;2024M02;116,379
11 Restaurantes y hoteles;Índice;2024M01;115,299
11 Restaurantes y hoteles;Índice;2023M12;115,406
11 Restaurantes y hoteles;Índice;2023M11;115,212
11 Restaurantes y hoteles;Índice;2023M10;115,776
11 Restaurantes y hoteles;Índice;2023M09;115,524
11 Restaurantes y hoteles;Índice;2023M08;115,433
11 Restaurantes y hoteles;Índice;2023M07;115,114
11 Restaurantes y hoteles;Índice;2023M06;114,372
11 Restaurantes y hoteles;Índice;2023M05;113,349
11 Restaurantes y hoteles;Índice;2023M04;112,952
11 Restaurantes y hoteles;Índice;2023M03;111,265
11 Restaurantes y hoteles;Índice;2023M02;110,326
11 Restaurantes y hoteles;Índice;2023M01;109,379
11 Restaurantes y hoteles;Índice;2022M12;109,379
11 Restaurantes y hoteles;Índice;2022M11;108,625
11 Restaurantes y hoteles;Índice;2022M10;108,900
11 Restaurantes y hoteles;Índice;2022M09;108,704
11 Restaurantes y hoteles;Índice;2022M08;108,522
11 Restaurantes y hoteles;Índice;2022M07;108,058
11 Restaurantes y hoteles;Índice;2022M06;107,102
11 Restaurantes y hoteles;Índice;2022M05;105,700
11 Restaurantes y hoteles;Índice;2022M04;104,937
11 Restaurantes y hoteles;Índice;2022M03;103,217
11 Restaurantes y hoteles;Índice;2022M02;102,219
11 Restaurantes y hoteles;Índice;2022M01;101,457
11 Restaurantes y hoteles;Índice;2021M12;101,458
11 Restaurantes y hoteles;Índice;2021M11;100,974
11 Restaurantes y hoteles;Índice;2021M10;100,890
11 Restaurantes y hoteles;Índice;2021M09;100,754
11 Restaurantes y hoteles;Índice;2021M08;100,885
11 Restaurantes y hoteles;Índice;2021M07;100,434
11 Restaurantes y hoteles;Índice;2021M06;99,893
11 Restaurantes y hoteles;Índice;2021M05;99,424
11 Restaurantes y hoteles;Índice;2021M04;99,166
11 Restaurantes y hoteles;Índice;2021M03;98,883
11 Restaurantes y hoteles;Índice;2021M02;98,685
11 Restaurantes y hoteles;Índice;2021M01;98,555
11 Restaurantes y hoteles;Índice;2020M12;98,443
11 Restaurantes y hoteles;Índice;2020M11;98,481
11 Restaurantes y hoteles;Índice;2020M10;98,954
11 Restaurantes y hoteles;Índice;2020M09;99,323
11 Restaurantes y hoteles;Índice;2020M08;99,563
11 Restaurantes y hoteles;Índice;2020M07;99,309
11 Restaurantes y hoteles;Índice;2020M06;100,384
11 Restaurantes y hoteles;Índice;2020M05;100,050
11 Restaurantes y hoteles;Índice;2020M04;99,621
11 Restaurantes y hoteles;Índice;2020M03;98,922
11 Restaurantes y hoteles;Índice;2020M02;98,642
11 Restaurantes y hoteles;Índice;2020M01;97,928
12 Otros bienes y servicios;Índice;2025M10;""
12 Otros bienes y servicios;Índice;2025M09;116,343
12 Otros bienes y servicios;Índice;2025M08;116,322
12 Otros bienes y servicios;Índice;2025M07;116,133
12 Otros bienes y servicios;Índice;2025M06;116,466
12 Otros bienes y servicios;Índice;2025M05;115,462
12 Otros bienes y servicios;Índice;2025M04;115,282
12 Otros bienes y servicios;Índice;2025M03;115,008
12 Otros bienes y servicios;Índice;2025M02;114,577
12 Otros bienes y servicios;Índice;2025M01;113,954
12 Otros bienes y servicios;Índice;2024M12;113,191
12 Otros bienes y servicios;Índice;2024M11;113,091
12 Otros bienes y servicios;Índice;2024M10;112,792
12 Otros bienes y servicios;Índice;2024M09;112,421
12 Otros bienes y servicios;Índice;2024M08;112,490
12 Otros bienes y servicios;Índice;2024M07;112,282
12 Otros bienes y servicios;Índice;2024M06;112,570
12 Otros bienes y servicios;Índice;2024M05;111,464
12 Otros bienes y servicios;Índice;2024M04;111,277
12 Otros bienes y servicios;Índice;2024M03;110,818
12 Otros bienes y servicios;Índice;2024M02;110,595
12 Otros bienes y servicios;Índice;2024M01;109,916
12 Otros bienes y servicios;Índice;2023M12;109,424
12 Otros bienes y servicios;Índice;2023M11;109,393
12 Otros bienes y servicios;Índice;2023M10;109,220
12 Otros bienes y servicios;Índice;2023M09;109,093
12 Otros bienes y servicios;Índice;2023M08;109,051
12 Otros bienes y servicios;Índice;2023M07;108,805
12 Otros bienes y servicios;Índice;2023M06;108,906
12 Otros bienes y servicios;Índice;2023M05;108,136
12 Otros bienes y servicios;Índice;2023M04;108,105
12 Otros bienes y servicios;Índice;2023M03;107,638
12 Otros bienes y servicios;Índice;2023M02;107,064
12 Otros bienes y servicios;Índice;2023M01;106,349
12 Otros bienes y servicios;Índice;2022M12;105,395
12 Otros bienes y servicios;Índice;2022M11;105,027
12 Otros bienes y servicios;Índice;2022M10;104,634
12 Otros bienes y servicios;Índice;2022M09;104,141
12 Otros bienes y servicios;Índice;2022M08;104,047
12 Otros bienes y servicios;Índice;2022M07;103,653
12 Otros bienes y servicios;Índice;2022M06;103,691
12 Otros bienes y servicios;Índice;2022M05;103,159
12 Otros bienes y servicios;Índice;2022M04;102,859
12 Otros bienes y servicios;Índice;2022M03;102,390
12 Otros bienes y servicios;Índice;2022M02;101,901
12 Otros bienes y servicios;Índice;2022M01;101,293
12 Otros bienes y servicios;Índice;2021M12;100,887
12 Otros bienes y servicios;Índice;2021M11;100,699
12 Otros bienes y servicios;Índice;2021M10;100,263
12 Otros bienes y servicios;Índice;2021M09;100,061
12 Otros bienes y servicios;Índice;2021M08;100,005
12 Otros bienes y servicios;Índice;2021M07;100,007
12 Otros bienes y servicios;Índice;2021M06;100,056
12 Otros bienes y servicios;Índice;2021M05;99,674
12 Otros bienes y servicios;Índice;2021M04;99,761
12 Otros bienes y servicios;Índice;2021M03;99,575
12 Otros bienes y servicios;Índice;2021M02;99,562
12 Otros bienes y servicios;Índice;2021M01;99,449
12 Otros bienes y servicios;Índice;2020M12;99,354
12 Otros bienes y servicios;Índice;2020M11;99,295
12 Otros bienes y servicios;Índice;2020M10;99,234
12 Otros bienes y servicios;Índice;2020M09;99,164
12 Otros bienes y servicios;Índice;2020M08;99,145
12 Otros bienes y servicios;Índice;2020M07;98,987
12 Otros bienes y servicios;Índice;2020M06;99,186
12 Otros bienes y servicios;Índice;2020M05;99,095
12 Otros bienes y servicios;Índice;2020M04;98,924
12 Otros bienes y servicios;Índice;2020M03;98,768
12 Otros bienes y servicios;Índice;2020M02;98,656
12 Otros bienes y servicios;Índice;2020M01;98,350
